Player,Nation,Pos,Age,MP,Clube,Year,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Matches,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Playing Time MP
Duvier Riascos,co COL,FW,31.0,6,Vasco-da-Gama,2018,2,176.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Oswaldo Henríquez,co COL,DF,29.0,,Vasco-da-Gama,2019,27,2430.0,27.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,1.6,1.6,0.4,2.0,4.0,54.0,9.0,0.06,0.01,0.07,0.06,0.07,27
Fredy Guarín,co COL,"MF,FW",32.0,,Vasco-da-Gama,2019,9,799.0,8.9,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,1.2,1.2,1.6,2.8,20.0,38.0,31.0,0.14,0.18,0.32,0.14,0.32,12
Raúl Cáceres,py PAR,DF,27.0,,Vasco-da-Gama,2019,6,480.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,1.3,1.3,13.0,19.0,32.0,0.01,0.24,0.24,0.01,0.24,7
Maxi López,ar ARG,FW,34.0,,Vasco-da-Gama,2019,5,417.0,4.6,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.43,0.0,0.43,0.22,0.22,Matches,1.5,0.7,0.1,0.8,2.0,4.0,11.0,0.33,0.02,0.35,0.16,0.18,5
Germán Cano,ar ARG,FW,31.0,,Vasco-da-Gama,2020,33,2860.0,31.8,14.0,1.0,15.0,13.0,1.0,2.0,0.0,0.0,0.44,0.03,0.47,0.41,0.44,Matches,14.9,13.4,0.8,14.1,19.0,39.0,84.0,0.47,0.02,0.49,0.42,0.44,34
Martín Benítez,ar ARG,"MF,FW",25.0,,Vasco-da-Gama,2020,21,1722.0,19.1,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,0.1,0.1,0.21,0.1,0.21,Matches,1.1,1.1,3.1,4.2,52.0,79.0,96.0,0.06,0.16,0.22,0.06,0.22,24
Leonardo Gil,ar ARG,MF,28.0,,Vasco-da-Gama,2020,17,1398.0,15.5,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,0.7,0.7,4.6,5.4,26.0,119.0,26.0,0.05,0.3,0.35,0.05,0.35,19
Gustavo Torres,co COL,"MF,FW",23.0,,Vasco-da-Gama,2020,4,445.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,0.9,0.9,0.5,1.4,12.0,4.0,36.0,0.18,0.1,0.27,0.18,0.27,9
José Luis Rodríguez Bebanz,uy URU,DF,25.0,,Vasco-da-Gama,2023,22,1997.0,22.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.09,0.05,0.14,0.09,0.14,Matches,2.8,2.8,2.2,5.0,56.0,99.0,95.0,0.12,0.1,0.22,0.12,0.22,32
Pablo Vegetti,ar ARG,FW,34.0,,Vasco-da-Gama,2023,20,1792.0,19.9,10.0,1.0,11.0,8.0,2.0,2.0,4.0,1.0,0.5,0.05,0.55,0.4,0.45,Matches,11.3,9.8,0.8,10.6,10.0,17.0,70.0,0.57,0.04,0.61,0.49,0.53,21
Gary Medel,cl CHI,"DF,MF",35.0,,Vasco-da-Gama,2023,20,1724.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.1,0.1,5.0,58.0,7.0,0.0,0.01,0.01,0.0,0.01,20
Dimitri Payet,fr FRA,"MF,FW",35.0,,Vasco-da-Gama,2023,7,800.0,8.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.23,0.11,0.34,0.23,0.34,Matches,0.7,0.7,2.4,3.1,28.0,42.0,57.0,0.07,0.27,0.34,0.07,0.34,17
Luca Orellano,ar ARG,"FW,MF",22.0,,Vasco-da-Gama,2023,6,622.0,6.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.14,0.14,0.29,0.14,0.29,Matches,1.1,1.1,1.0,2.1,24.0,35.0,47.0,0.16,0.14,0.3,0.16,0.3,18
Manuel Capasso,ar ARG,DF,26.0,,Vasco-da-Gama,2023,6,554.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0.1,0.0,0.1,1.0,15.0,1.0,0.01,0.0,0.01,0.01,0.01,9
Matías Galarza,py PAR,MF,20.0,,Vasco-da-Gama,2023,4,401.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,0.6,0.6,0.1,0.7,4.0,10.0,19.0,0.14,0.01,0.16,0.14,0.16,10
Sebastián Ferreira,py PAR,"FW,MF",24.0,,Vasco-da-Gama,2023,3,440.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.2,0.0,0.2,Matches,1.7,1.7,0.3,2.0,3.0,13.0,20.0,0.36,0.06,0.41,0.36,0.41,13
Gabriel Carabajal,ar ARG,MF,31.0,,Vasco-da-Gama,2023,0,122.0,1.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.74,Matches,0.2,0.2,0.4,0.6,3.0,14.0,11.0,0.13,0.28,0.41,0.13,0.41,6
Pablo Vegetti,ar ARG,FW,35.0,35,Vasco-da-Gama,2024,34,2986.0,33.2,12.0,2.0,14.0,12.0,0.0,2.0,7.0,0.0,0.36,0.06,0.42,0.36,0.42,Matches,12.4,10.9,2.8,13.7,10.0,37.0,131.0,0.37,0.09,0.46,0.33,0.41,
Dimitri Payet,fr FRA,"MF,FW",36.0,23,Vasco-da-Gama,2024,16,1220.0,13.6,3.0,3.0,6.0,2.0,1.0,1.0,2.0,0.0,0.22,0.22,0.44,0.15,0.37,Matches,1.8,1.0,2.6,3.6,24.0,100.0,79.0,0.14,0.19,0.33,0.08,0.27,
Pablo Galdames Millán,cl CHI,MF,27.0,18,Vasco-da-Gama,2024,13,1154.0,12.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,0.3,0.3,0.7,1.0,8.0,71.0,25.0,0.02,0.05,0.08,0.02,0.08,
Juan Sforza,ar ARG,MF,21.0,26,Vasco-da-Gama,2024,12,1250.0,13.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,0.7,0.7,0.1,0.8,7.0,66.0,10.0,0.05,0.01,0.06,0.05,0.06,
José Luis Rodríguez Bebanz,uy URU,"DF,FW",26.0,22,Vasco-da-Gama,2024,12,1123.0,12.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.08,0.16,0.24,0.08,0.24,Matches,0.7,0.7,2.1,2.8,38.0,51.0,108.0,0.06,0.16,0.22,0.06,0.22,
Emerson Rodríguez,co COL,FW,23.0,15,Vasco-da-Gama,2024,9,795.0,8.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,1.4,1.4,0.5,1.9,30.0,12.0,90.0,0.16,0.06,0.22,0.16,0.22,
Jean Meneses,cl CHI,"FW,MF",30.0,6,Vasco-da-Gama,2024,2,291.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.1,0.1,7.0,7.0,22.0,0.01,0.02,0.03,0.01,0.03,
Maxime Dominguez,ch SUI,"FW,MF",27.0,8,Vasco-da-Gama,2024,2,239.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.38,0.0,0.38,0.38,0.38,Matches,0.2,0.2,0.1,0.3,1.0,5.0,10.0,0.07,0.05,0.11,0.07,0.11,
Robert Rojas,py PAR,DF,27.0,6,Vasco-da-Gama,2024,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
Gary Medel,cl CHI,DF,36.0,2,Vasco-da-Gama,2024,2,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,
Luis Cáceres,py PAR,MF,25.0,25,Vitoria,2014,22,1962.0,21.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,,,,,,,,,,,,,
Caio Canedo Corrêa,ae UAE,"FW,MF",23.0,18,Vitoria,2014,18,1423.0,15.8,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.32,0.06,0.38,0.32,0.38,Matches,,,,,,,,,,,,,
Gatito Fernández,py PAR,GK,25.0,15,Vitoria,2014,14,1305.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Damián Escudero,ar ARG,MF,26.0,10,Vitoria,2014,7,513.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.18,0.18,0.0,0.18,Matches,,,,,,,,,,,,,
Luis Aguiar,uy URU,MF,28.0,10,Vitoria,2014,6,545.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Guillermo Beltrán,py PAR,FW,29.0,12,Vitoria,2014,0,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Sherman Cárdenas,co COL,MF,26.0,,Vitoria,2016,17,1437.0,16.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,,,,,,,,,,,,,20
Serginho,cn CHN,"FW,MF",20.0,,Vitoria,2016,4,512.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,,,,,,,,,,,,,16
Rodrigo Ramallo,bo BOL,"FW,MF",25.0,,Vitoria,2016,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,4
Rafaelson,vn VIE,FW,18.0,,Vitoria,2016,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,1
Santiago Tréllez,co COL,FW,27.0,23,Vitoria,2017,23,2028.0,22.5,10.0,2.0,12.0,10.0,0.0,1.0,3.0,0.0,0.44,0.09,0.53,0.44,0.53,Matches,,,,,,,,,,,,,
Rafaelson,vn VIE,FW,19.0,4,Vitoria,2017,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Leonardo Pisculichi,ar ARG,"FW,MF",33.0,2,Vitoria,2017,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Jean Paul Pineda,cl CHI,FW,27.0,2,Vitoria,2017,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Sherman Cárdenas,co COL,MF,27.0,0,Vitoria,2017,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Marcelo Benitez,ar ARG,"DF,MF",27.0,,Vitoria,2018,8,640.0,7.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches,,,,,,,,,,,,,8
Walter Bou,ar ARG,"FW,MF",24.0,,Vitoria,2018,7,485.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,8
Marcelo Meli,ar ARG,MF,25.0,,Vitoria,2018,6,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,9
Alexander Baumjohann,de GER,MF,31.0,,Vitoria,2018,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,3
Raúl Cáceres,py PAR,DF,32.0,23,Vitoria,2024,19,1695.0,18.8,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,Matches,0.1,0.1,2.4,2.5,50.0,49.0,111.0,0.01,0.13,0.13,0.01,0.13,
Erick Castillo,ec ECU,"FW,MF",28.0,9,Vitoria,2024,1,274.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,0.7,0.7,0.0,0.8,5.0,2.0,18.0,0.24,0.01,0.25,0.24,0.25,
Cristián Zapata,co COL,DF,37.0,0,Vitoria,2024,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Jesús Dátolo,ar ARG,MF,29.0,,Atletico-Mineiro,2014,20,1934.0,21.5,5.0,8.0,13.0,5.0,0.0,0.0,3.0,0.0,0.23,0.37,0.6,0.23,0.6,Matches,,,,,,,,,,,,,27
Nicolás Otamendi,ar ARG,DF,25.0,,Atletico-Mineiro,2014,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,5
Lucas Pratto,ar ARG,FW,26.0,36,Atletico-Mineiro,2015,36,3114.0,34.6,13.0,4.0,17.0,7.0,6.0,6.0,1.0,0.0,0.38,0.12,0.49,0.2,0.32,Matches,,,,,,,,,,,,,
Jesús Dátolo,ar ARG,MF,30.0,26,Atletico-Mineiro,2015,22,1880.0,20.9,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,0.34,0.14,0.48,0.34,0.48,Matches,,,,,,,,,,,,,
Sherman Cárdenas,co COL,MF,25.0,17,Atletico-Mineiro,2015,3,359.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,
Frickson Erazo,ec ECU,DF,27.0,,Atletico-Mineiro,2016,19,1780.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,20
Juan Cazares,ec ECU,MF,23.0,,Atletico-Mineiro,2016,13,1090.0,12.1,6.0,4.0,10.0,5.0,1.0,1.0,1.0,1.0,0.5,0.33,0.83,0.41,0.74,Matches,,,,,,,,,,,,,17
Lucas Pratto,ar ARG,FW,27.0,,Atletico-Mineiro,2016,10,1103.0,12.3,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.41,0.08,0.49,0.41,0.49,Matches,,,,,,,,,,,,,18
Rómulo Otero,ve VEN,"FW,MF",23.0,,Atletico-Mineiro,2016,8,802.0,8.9,2.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,0.22,0.34,0.56,0.22,0.56,Matches,,,,,,,,,,,,,13
Jesús Dátolo,ar ARG,MF,31.0,,Atletico-Mineiro,2016,0,182.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.49,Matches,,,,,,,,,,,,,6
Juan Cazares,ec ECU,MF,24.0,,Atletico-Mineiro,2017,23,2042.0,22.7,3.0,8.0,11.0,3.0,0.0,1.0,1.0,0.0,0.13,0.35,0.48,0.13,0.48,Matches,,,,,,,,,,,,,30
Rómulo Otero,ve VEN,"FW,MF",24.0,,Atletico-Mineiro,2017,15,1417.0,15.7,8.0,2.0,10.0,8.0,0.0,0.0,8.0,0.0,0.51,0.13,0.64,0.51,0.64,Matches,,,,,,,,,,,,,28
Frickson Erazo,ec ECU,DF,28.0,,Atletico-Mineiro,2017,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,,,,,,2
Juan Cazares,ec ECU,MF,25.0,31,Atletico-Mineiro,2018,25,2321.0,25.8,8.0,6.0,14.0,8.0,0.0,0.0,2.0,0.0,0.31,0.23,0.54,0.31,0.54,Matches,,,,,,,,,,,,,
Yimmi Chará,co COL,"FW,MF",26.0,22,Atletico-Mineiro,2018,22,1848.0,20.5,1.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.05,0.34,0.39,0.05,0.39,Matches,,,,,,,,,,,,,
Tomás Andrade,ar ARG,MF,21.0,17,Atletico-Mineiro,2018,8,662.0,7.4,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.41,0.27,0.68,0.41,0.68,Matches,,,,,,,,,,,,,
Rómulo Otero,ve VEN,"FW,MF",25.0,7,Atletico-Mineiro,2018,5,378.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,,,,,,,,,,,,,
David Terans,uy URU,"FW,MF",23.0,19,Atletico-Mineiro,2018,3,528.0,5.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.17,0.17,0.34,0.17,0.34,Matches,,,,,,,,,,,,,
Martín Rea,uy URU,DF,20.0,0,Atletico-Mineiro,2018,0,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,
Juan Cazares,ec ECU,"MF,FW",26.0,26,Atletico-Mineiro,2019,22,1750.0,19.4,6.0,1.0,7.0,5.0,1.0,1.0,3.0,1.0,0.31,0.05,0.36,0.26,0.31,Matches,4.9,4.1,7.3,11.4,64.0,145.0,136.0,0.25,0.38,0.63,0.21,0.59,
Yimmi Chará,co COL,"FW,MF",27.0,18,Atletico-Mineiro,2019,17,1352.0,15.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.2,0.07,0.27,0.2,0.27,Matches,4.3,4.3,2.9,7.2,49.0,69.0,130.0,0.28,0.19,0.48,0.28,0.48,
Franco Di Santo,ar ARG,FW,29.0,21,Atletico-Mineiro,2019,16,1453.0,16.1,3.0,1.0,4.0,2.0,1.0,2.0,2.0,0.0,0.19,0.06,0.25,0.12,0.19,Matches,4.6,3.0,2.0,5.0,24.0,18.0,86.0,0.28,0.12,0.41,0.19,0.31,
Rómulo Otero,ve VEN,"FW,MF",26.0,20,Atletico-Mineiro,2019,14,1272.0,14.1,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.21,0.07,0.28,0.21,0.28,Matches,5.3,5.3,3.2,8.5,57.0,46.0,93.0,0.38,0.23,0.6,0.38,0.6,
Ramón Martínez,py PAR,MF,23.0,10,Atletico-Mineiro,2019,8,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.1,0.1,9.0,23.0,7.0,0.0,0.01,0.02,0.0,0.02,
Lucas Hernández,uy URU,DF,26.0,5,Atletico-Mineiro,2019,5,448.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.6,0.6,0.1,0.7,10.0,14.0,23.0,0.12,0.02,0.14,0.12,0.14,
David Terans,uy URU,"MF,FW",24.0,4,Atletico-Mineiro,2019,1,144.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0.2,0.1,0.3,4.0,8.0,5.0,0.13,0.05,0.18,0.13,0.18,
Júnior Alonso,py PAR,DF,26.0,32,Atletico-Mineiro,2020,32,2878.0,32.0,1.0,2.0,3.0,1.0,0.0,0.0,7.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,2.0,2.0,1.5,3.4,47.0,302.0,24.0,0.06,0.05,0.11,0.06,0.11,
Jefferson Savarino,ve VEN,"FW,MF",23.0,32,Atletico-Mineiro,2020,28,2402.0,26.7,7.0,6.0,13.0,7.0,0.0,0.0,3.0,0.0,0.26,0.22,0.49,0.26,0.49,Matches,7.1,7.0,7.4,14.5,77.0,82.0,312.0,0.26,0.28,0.54,0.26,0.54,
Alan Franco,ec ECU,MF,21.0,28,Atletico-Mineiro,2020,17,1562.0,17.4,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,3.7,3.7,2.1,5.7,11.0,74.0,93.0,0.21,0.12,0.33,0.21,0.33,
Eduardo Vargas,cl CHI,FW,30.0,16,Atletico-Mineiro,2020,12,1007.0,11.2,2.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,0.18,0.18,0.36,0.18,0.36,Matches,3.5,2.6,0.9,3.5,3.0,23.0,81.0,0.31,0.08,0.39,0.24,0.31,
Federico Zaracho,ar ARG,MF,21.0,13,Atletico-Mineiro,2020,8,512.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.18,0.0,0.18,0.18,0.18,Matches,0.5,0.5,0.6,1.0,3.0,15.0,23.0,0.08,0.1,0.18,0.08,0.18,
Dylan Borrero,co COL,MF,18.0,6,Atletico-Mineiro,2020,1,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.02,0.0,0.02,0.02,0.02,
Federico Zaracho,ar ARG,"MF,FW",22.0,32,Atletico-Mineiro,2021,29,2412.0,26.8,7.0,2.0,9.0,7.0,0.0,0.0,4.0,0.0,0.26,0.07,0.34,0.26,0.34,Matches,5.2,5.2,1.8,7.0,17.0,96.0,119.0,0.2,0.07,0.26,0.2,0.26,
Júnior Alonso,py PAR,DF,27.0,22,Atletico-Mineiro,2021,22,1980.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,1.7,1.7,0.8,2.5,8.0,102.0,22.0,0.08,0.04,0.12,0.08,0.12,
Ignacio Fernández,ar ARG,MF,31.0,26,Atletico-Mineiro,2021,20,1806.0,20.1,5.0,5.0,10.0,4.0,1.0,2.0,4.0,0.0,0.25,0.25,0.5,0.2,0.45,Matches,4.9,3.2,4.9,8.2,46.0,167.0,163.0,0.25,0.25,0.49,0.16,0.41,
Jefferson Savarino,ve VEN,FW,24.0,18,Atletico-Mineiro,2021,11,1024.0,11.4,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,0.44,0.18,0.62,0.44,0.62,Matches,3.9,3.9,2.8,6.8,27.0,34.0,116.0,0.34,0.25,0.59,0.34,0.59,
Diego Costa,es ESP,FW,32.0,15,Atletico-Mineiro,2021,9,774.0,8.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.47,0.12,0.58,0.47,0.58,Matches,3.3,3.3,1.5,4.9,11.0,28.0,79.0,0.39,0.18,0.57,0.39,0.57,
Eduardo Vargas,cl CHI,"FW,MF",31.0,16,Atletico-Mineiro,2021,8,809.0,9.0,4.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,0.44,0.22,0.67,0.11,0.33,Matches,4.3,2.2,0.9,3.1,19.0,33.0,79.0,0.48,0.1,0.59,0.24,0.34,
Dylan Borrero,co COL,"FW,MF",19.0,15,Atletico-Mineiro,2021,6,508.0,5.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.35,0.18,0.53,0.35,0.53,Matches,1.8,1.8,0.6,2.4,14.0,31.0,51.0,0.31,0.11,0.42,0.31,0.42,
Alan Franco,ec ECU,MF,22.0,5,Atletico-Mineiro,2021,1,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.1,0.1,3.0,8.0,2.0,0.0,0.05,0.05,0.0,0.05,
Júnior Alonso,py PAR,DF,28.0,31,Atletico-Mineiro,2022,30,2598.0,28.9,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,0.5,0.5,2.4,2.9,17.0,147.0,14.0,0.02,0.08,0.1,0.02,0.1,
Ignacio Fernández,ar ARG,MF,32.0,34,Atletico-Mineiro,2022,25,2222.0,24.7,4.0,5.0,9.0,3.0,1.0,2.0,7.0,0.0,0.16,0.2,0.36,0.12,0.32,Matches,6.8,5.2,5.4,10.6,48.0,185.0,168.0,0.27,0.22,0.49,0.21,0.43,
Federico Zaracho,ar ARG,"MF,FW",23.0,26,Atletico-Mineiro,2022,24,1884.0,20.9,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.1,0.1,0.19,0.1,0.19,Matches,3.9,3.9,1.9,5.7,22.0,90.0,122.0,0.18,0.09,0.27,0.18,0.27,
Eduardo Vargas,cl CHI,FW,32.0,24,Atletico-Mineiro,2022,13,1141.0,12.7,5.0,3.0,8.0,3.0,2.0,2.0,2.0,0.0,0.39,0.24,0.63,0.24,0.47,Matches,5.2,3.6,2.3,5.9,29.0,52.0,90.0,0.41,0.18,0.59,0.29,0.46,
Cristian Pavón,ar ARG,"FW,MF",26.0,18,Atletico-Mineiro,2022,7,692.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,1.3,1.1,0.8,1.9,29.0,34.0,97.0,0.17,0.1,0.27,0.15,0.25,
Diego Godín,uy URU,DF,35.0,1,Atletico-Mineiro,2022,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jefferson Savarino,ve VEN,FW,25.0,3,Atletico-Mineiro,2022,1,90.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,Matches,1.1,1.1,0.0,1.2,2.0,6.0,11.0,1.13,0.05,1.18,1.13,1.18,
Mauricio Lemos,uy URU,DF,27.0,27,Atletico-Mineiro,2023,25,2214.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,0.04,0.0,0.04,0.04,0.04,Matches,1.1,1.1,0.0,1.2,17.0,70.0,2.0,0.05,0.0,0.05,0.05,0.05,
Federico Zaracho,ar ARG,"MF,FW",24.0,27,Atletico-Mineiro,2023,22,1947.0,21.6,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,0.09,0.05,0.14,0.09,0.14,Matches,2.7,2.7,1.7,4.4,17.0,72.0,75.0,0.13,0.08,0.2,0.13,0.2,
